value	title	parentvalue
3339	Business Services Agents Not Elsewhere Classified	333
3341	Office Supervisors	334
3342	Legal Secretaries	334
3343	Administrative and Executive Secretaries	334
3344	Medical Secretaries	334
3351	Customs and Border Inspectors	335
3352	Government Tax and Excise Officials	335
3353	Government Social Benefits Officials	335
3354	Government Licensing Officials	335
3355	Police Inspectors and Detectives	335
3359	Government Regulatory Associate Professionals Not Elsewhere Classified	335
3411	Legal and Related Associate Professionals	341
3412	Social Work Associate Professionals	341
3413	Religious Associate Professionals	341
3421	Athletes and Sports Players	342
3422	Sports Coaches, Instructors and Officials	342
3423	Fitness and Recreation Instructors and Programme Leaders	342
3431	Photographers	343
3432	Interior Designers and Decorators	343
3433	Gallery, Museum and Library Technicians	343
3434	Chefs	343
3435	Other Artistic and Cultural Associate Professionals	343
3511	Information and Communications Technology Operations Technicians	351
3512	Information and Communications Technology User Support Technicians	351
3513	Computer Network and Systems Technicians	351
3514	Web Technicians	351
3521	Broadcasting and Audiovisual Technicians	352
3522	Telecommunications Engineering Technicians	352
4110	General Office Clerks	411
4120	Secretaries (general)	412
4131	Typists and Word Processing Operators	413
4132	Data Entry Clerks	413
4211	Bank Tellers and Related Clerks	421
4212	Bookmakers, Croupiers and Related Gaming Workers	421
4213	Pawnbrokers and Money-lenders	421
4214	Debt Collectors and Related Workers	421
4221	Travel Consultants and Clerks	422
4222	Contact Centre Information Clerks	422
4223	Telephone Switchboard Operators	422
4224	Hotel Receptionists	422
4225	Inquiry Clerks	422
4226	Receptionists (general)	422
4227	Survey and Market Research Interviewers	422
4229	Client Information Workers Not Elsewhere Classified	422
4311	Accounting and Bookkeeping Clerks	431
4312	Statistical, Finance and Insurance Clerks	431
4313	Payroll Clerks	431
4321	Stock Clerks	432
4322	Production Clerks	432
4323	Transport Clerks	432
4411	Library Clerks	441
4412	Mail Carriers and Sorting Clerks	441
4413	Coding, Proofreading and Related Clerks	441
4414	Scribes and Related Workers	441
4415	Filing and Copying Clerks	441
4416	Personnel Clerks	441
4419	Clerical Support Workers Not Elsewhere Classified	441
5111	Travel Attendants and Travel Stewards	511
5112	Transport Conductors	511
5113	Travel Guides	511
5120	Cooks	512
5131	Waiters	513
5132	Bartenders	513
5141	Hairdressers	514
5142	Beauticians and Related Workers	514
5151	Cleaning and Housekeeping Supervisors in Offices, Hotels and Other Establishments	515
5152	Domestic Housekeepers	515
5153	Building Caretakers	515
5161	Astrologers, Fortune-tellers and Related Workers	516
5162	Companions and Valets	516
5163	Undertakers and Embalmers	516
5164	Pet Groomers and Animal Care Workers	516
5165	Driving Instructors	516
5169	Personal Services Workers Not Elsewhere Classified	516
5211	Stall and Market Salespersons	521
5212	Street Food Salespersons	521
5221	Shopkeepers	522
5222	Shop Supervisors	522
5223	Shop Sales Assistants	522
5230	Cashiers and Ticket Clerks	523
5241	Fashion and Other Models	524
5242	Sales Demonstrators	524
5243	Door-to-door Salespersons	524
5244	Contact Centre Salespersons	524
5245	Service Station Attendants	524
5246	Food Service Counter Attendants	524
5249	Sales Workers Not Elsewhere Classified	524
5311	Child Care Workers	531
5312	Teachers’ Aides	531
5321	Health Care Assistants	532
5322	Home-based Personal Care Workers	532
5329	Personal Care Workers in Health Services Not Elsewhere Classified	532
5411	Firefighters	541
5412	Police Officers	541
5413	Prison Guards	541
5414	Security Guards	541
5419	Protective Services Workers Not Elsewhere Classified	541
6111	Field Crop and Vegetable Growers	611
6112	Tree and Shrub Crop Growers	611
6113	Gardeners; Horticultural and Nursery Growers	611
6114	Mixed Crop Growers	611
6121	Livestock and Dairy Producers	612
6122	Poultry Producers	612
6123	Apiarists and Sericulturists	612
6129	Animal Producers Not Elsewhere Classified	612
6130	Mixed Crop and Animal Producers	613
6210	Forestry and Related Workers	621
6221	Aquaculture Workers	622
6222	Inland and Coastal Waters Fishery Workers	622
6223	Deep-sea Fishery Workers	622
6224	Hunters and Trappers	622
6310	Subsistence Crop Farmers	631
6320	Subsistence Livestock Farmers	632
6330	Subsistence Mixed Crop and Livestock Farmers	633
6340	Subsistence Fishers, Hunters, Trappers and Gatherers	634
7111	House Builders	711
7112	Bricklayers and Related Workers	711
7113	Stonemasons, Stone Cutters, Splitters and Carvers	711
7114	Concrete Placers, Concrete Finishers and Related Workers	711
7115	Carpenters and Joiners	711
7119	Building Frame and Related Trades Workers Not Elsewhere Classified	711
7121	Roofers	712
7122	Floor Layers and Tile Setters	712
7123	Plasterers	712
7124	Insulation Workers	712
7125	Glaziers	712
7126	Plumbers and Pipe Fitters	712
7127	Air Conditioning and Refrigeration Mechanics	712
7131	Painters and Related Workers	713
7132	Spray Painters and Varnishers	713
7133	Building Structure Cleaners	713
7211	Metal Moulders and Coremakers	721
7212	Welders and Flame Cutters	721
7213	Sheet Metal Workers	721
7214	Structural Metal Preparers and Erectors	721
7215	Riggers and Cable Splicers	721
7221	Blacksmiths, Hammersmiths and Forging Press Workers	722
7222	Toolmakers and Related Workers	722
7223	Metal Working Machine Tool Setters and Operators	722
7224	Metal Polishers, Wheel Grinders and Tool Sharpeners	722
7231	Motor Vehicle Mechanics and Repairers	723
7232	Aircraft Engine Mechanics and Repairers	723
7233	Agricultural and Industrial Machinery Mechanics and Repairers	723
7234	Bicycle and Related Repairers	723
7311	Precision-instrument Makers and Repairers	731
7312	Musical Instrument Makers and Tuners	731
7313	Jewellery and Precious Metal Workers	731
7314	Potters and Related Workers	731
7315	Glass Makers, Cutters, Grinders and Finishers	731
7316	Signwriters, Decorative Painters, Engravers and Etchers	731
7317	Handicraft Workers in Wood, Basketry and Related Materials	731
7318	Handicraft Workers in Textile, Leather and Related Materials	731
7319	Handicraft Workers Not Elsewhere Classified	731
7321	Pre-press Technicians	732
7322	Printers	732
7323	Print Finishing and Binding Workers	732
7411	Building and Related Electricians	741
7412	Electrical Mechanics and Fitters	741
7413	Electrical Line Installers and Repairers	741
7421	Electronics Mechanics and Servicers	742
7422	Information and Communications Technology Installers and Servicers	742
7511	Butchers, Fishmongers and Related Food Preparers	751
7512	Bakers, Pastry-cooks and Confectionery Makers	751
7513	Dairy Products Makers	751
7514	Fruit, Vegetable and Related Preservers	751
7515	Food and Beverage Tasters and Graders	751
7516	Tobacco Preparers and Tobacco Products Makers	751
7521	Wood Treaters	752
7522	Cabinet-makers and Related Workers	752
7523	Woodworking Machine Tool Setters and Operators	752
7531	Tailors, Dressmakers, Furriers and Hatters	753
7532	Garment and Related Patternmakers and Cutters	753
7533	Sewing, Embroidery and Related Workers	753
7534	Upholsterers and Related Workers	753
7535	Pelt Dressers, Tanners and Fellmongers	753
7536	Shoemakers and Related Workers	753
7541	Underwater Divers	754
7542	Shotfirers and Blasters	754
7543	Product Graders and Testers (excluding Foods and Beverages)	754
7544	Fumigators and Other Pest and Weed Controllers	754
7549	Craft and Related Workers Not Elsewhere Classified	754
8111	Miners and Quarriers	811
8112	Mineral and Stone Processing Plant Operators	811
8113	Well Drillers and Borers and Related Workers	811
8114	Cement, Stone and Other Mineral Products Machine Operators	811
8121	Metal Processing Plant Operators	812
8122	Metal Finishing, Plating and Coating Machine Operators	812
8131	Chemical Products Plant and Machine Operators	813
8132	Photographic Products Machine Operators	813
8141	Rubber Products Machine Operators	814
8142	Plastic Products Machine Operators	814
8143	Paper Products Machine Operators	814
8151	Fibre Preparing, Spinning and Winding Machine Operators	815
8152	Weaving and Knitting Machine Operators	815
8153	Sewing Machine Operators	815
8154	Bleaching, Dyeing and Fabric Cleaning Machine Operators	815
8155	Fur and Leather Preparing Machine Operators	815
8156	Shoemaking and Related Machine Operators	815
8157	Laundry Machine Operators	815
8159	Textile, Fur and Leather Products Machine Operators Not Elsewhere Classified	815
8160	Food and Related Products Machine Operators	816
8171	Pulp and Papermaking Plant Operators	817
8172	Wood Processing Plant Operators	817
8181	Glass and Ceramics Plant Operators	818
8182	Steam Engine and Boiler Operators	818
8183	Packing, Bottling and Labelling Machine Operators	818
8189	Stationary Plant and Machine Operators Not Elsewhere Classified	818
8211	Mechanical Machinery Assemblers	821
8212	Electrical and Electronic Equipment Assemblers	821
8219	Assemblers Not Elsewhere Classified	821
8311	Locomotive Engine Drivers	831
8312	Railway Brake, Signal and Switch Operators	831
8321	Motorcycle Drivers	832
8322	Car, Taxi and Van Drivers	832
8331	Bus and Tram Drivers	833
8332	Heavy Truck and Lorry Drivers	833
8341	Mobile Farm and Forestry Plant Operators	834
8342	Earthmoving and Related Plant Operators	834
8343	Crane, Hoist and Related Plant Operators	834
8344	Lifting Truck Operators	834
8350	Ships’ Deck Crews and Related Workers	835
9111	Domestic Cleaners and Helpers	911
9112	Cleaners and Helpers in Offices, Hotels and Other Establishments	911
9121	Hand Launderers and Pressers	912
9122	Vehicle Cleaners	912
9123	Window Cleaners	912
9129	Other Cleaning Workers	912
9211	Crop Farm Labourers	921
9212	Livestock Farm Labourers	921
9213	Mixed Crop and Livestock Farm Labourers	921
9214	Garden and Horticultural Labourers	921
9215	Forestry Labourers	921
9216	Fishery and Aquaculture Labourers	921
9311	Mining and Quarrying Labourers	931
9312	Civil Engineering Labourers	931
9313	Building Construction Labourers	931
9321	Hand Packers	932
9329	Manufacturing Labourers Not Elsewhere Classified	932
9331	Hand and Pedal Vehicle Drivers	933
9332	Drivers of Animal-drawn Vehicles and Machinery	933
9333	Freight Handlers	933
9334	Shelf Fillers	933
9411	Fast Food Preparers	941
9412	Kitchen Helpers	941
9510	Street and Related Services Workers	951
9520	Street Vendors (excluding Food)	952
9611	Garbage and Recycling Collectors	961
9612	Refuse Sorters	961
9613	Sweepers and Related Labourers	961
9621	Messengers, Package Deliverers and Luggage Porters	962
9622	Odd-job Persons	962
9623	Meter Readers and Vending-machine Collectors	962
9624	Water and Firewood Collectors	962
9629	Elementary Workers Not Elsewhere Classified	962
110	Commissioned Armed Forces Officers	11
210	Non-commissioned Armed Forces Officers	21
310	Armed Forces Occupations, Other Ranks	31
